JOB Role,Company,Salary,Location
Customer Service Associate,Recruit CRM,"₹ 2,50,000 - 6,00,000",Work from home
Program Management Associate,Goodera,"₹ 5,00,000 - 7,00,000",Bangalore
Ecommerce Executive,Satra Traders,"₹ 2,40,000 - 3,00,000",Mumbai
Shopify Developer,Growify Digital,"₹ 2,00,000 - 3,00,000",Delhi
Junior Software Tester,MediaCom India,"₹ 5,00,000 - 8,00,000",Work from home
Corporate Sales Specialist,Skill Spirit,"₹ 2,55,000 - 5,15,000",Work from home
Content Writer,Street Bikers World,"₹ 2,00,000",Work from home
Support Specialist,Indifly Ventures,"₹ 3,23,000",Pune
Digital Marketing Executive,Digital Guruji,"₹ 3,00,000",Work from home
Junior Full Stack Developer,DeepNexus.in,"₹ 5,50,000 - 7,00,000",Work from home
Client Relationship Executive,Luneblaze,"₹ 2,00,000 - 3,00,000",Faridabad
Senior Web Developer,Technofra,"₹ 2,00,000 - 2,50,000",Mumbai
.NET Developer,Sped@home,"₹ 2,50,000 - 3,00,000",Mumbai
Full Stack Developer,Bryckel AI,"₹ 9,00,000 - 10,00,000",Work from home
Administration Executive,Success Route Incorporation,"₹ 2,00,000 - 2,50,000",Work from home
Content Strategist,That's Creative,"₹ 2,00,000 - 5,00,000",Faridabad
Content Writer,That's Creative,"₹ 2,00,000 - 4,00,000",Faridabad
Content Writer,Dr Link Building,"₹ 3,50,000 - 4,50,000",Work from home
Business Development Associate,"Plenty Flagships, LLC","₹ 2,16,000",Work from home
Junior Architect,SHREEJI CONSTRUCTION,"₹ 2,00,000 - 2,25,000",Vadodara
Customer Service Associate,Qrata,"₹ 2,00,000",Bangalore
Full Stack Developer,RethinkingWeb,"₹ 2,00,000 - 4,00,000",Vadodara
Export Business Associate,Amijaraa Overseas,"₹ 3,50,000 - 4,20,000",Work from home
Data Management Specialist,Flickstree,"₹ 2,00,000 - 3,50,000",Mumbai                                                        (Hybrid)
Data Entry Executive,Akash Enterprises,"₹ 3,00,000 - 5,00,000",Work from home
Interior Designer,Prospective Designs,"₹ 2,50,000 - 3,50,000",Ghaziabad
Brand Manager,Ritika Chowdhury,"₹ 4,00,000",Kolkata                                                        (Hybrid)
Coordinator,Dr. Reddys Limited,"₹ 2,25,000 - 2,40,000",Hyderabad
Business Development Executive,Naukrimines,"₹ 2,00,000 - 3,00,000",Delhi
Telecaller,Psychic Medium Daksh,"₹ 2,00,000 - 2,40,000",Delhi
Customer Service Associate,SuperTails,"₹ 3,00,000 - 4,00,000",Bangalore
Android App Developer,PrimeWebDynamics,"₹ 2,00,000 - 2,50,000",Agra
Community Manager,Workverse,"₹ 3,00,000 - 3,60,000",Mumbai
Pastry Chef,Zinque Patisserie,"₹ 2,40,000 - 2,70,000",Mumbai
Sales Associate,Laxmi Industries,"₹ 2,40,000 - 3,50,000",Ahmedabad
Talent Acquisition Associate,OneFin,"₹ 3,00,000 - 3,50,000",Bangalore
Digital Marketing Specialist,Futred.com,"₹ 4,00,000 - 5,00,000",Noida
Corporate Sales Executive,Emovur,"₹ 3,30,000 - 6,00,000",Bangalore
Inside Sales Associate,SamuraiOps,"₹ 2,00,000 - 3,50,000",Jaipur
Marketing Specialist,Bosscoder Academy,"₹ 3,00,000 - 5,00,000",Noida
Customer Onboarding Specialist,Recruit CRM,"₹ 6,00,000 - 8,00,000",Work from home
Client Service Associate,Recruit CRM,"₹ 6,00,000 - 8,00,000",Work from home
Customer Service Associate,Benepik,"₹ 3,00,000 - 3,60,000",Gurgaon
Graphic Designer,Cheers Hypermarket,"₹ 2,00,000 - 2,50,000",Mumbai
Business Development Associate,Cliq Marketing,"₹ 2,20,000",Work from home
Junior Telecaller,GROW FRONT SOFTWARE PRIVATE LIMITED,"₹ 3,20,000 - 4,00,000",Kolkata
Business Development Executive,4N EcoTech,"₹ 2,30,000 - 3,00,000",Work from home
Associate Content Writer,Group Futurista,"₹ 2,00,000 - 2,50,000",Work from home
PHP Developer,Pratithi Finance,"₹ 2,00,000",Kolkata
IT Recruiter,HuntingCube Recruitment Solution,"₹ 2,00,000 - 2,40,000",Work from home
Field Executive,Urban Company,"₹ 2,40,000 - 3,00,000",Chennai                                                        (Hybrid)
Node.js Developer,Infoware,"₹ 4,00,000 - 5,00,000","Ahmedabad, Gandhinagar"
STEM Trainer,STEMplify,"₹ 2,50,000 - 3,60,000","Delhi, Gurgaon, Pune, Noida, Mumbai, Bangalore                                                        (Hybrid)"
Flutter Developer,Infoware,"₹ 4,00,000 - 5,00,000","Ahmedabad, Gandhinagar"
Junior Operations Manager,FreeBHK,"₹ 2,90,000 - 3,00,000",Gurgaon
Communication & Content Creator,Ritinjali,"₹ 2,40,000 - 2,64,000",Delhi
Graphic Designer,Advert Marketing,"₹ 2,00,000 - 2,00,001",Anand
Sales,JMD BELTS,"₹ 2,00,000 - 3,00,000","Delhi, Noida"
Warehouse Supervisor,Stockarea,"₹ 3,00,000 - 4,50,000","Nelamangala, Bangalore"
Product Manager,Conceptmart,"₹ 2,00,000 - 3,00,000","Delhi, Indore, Bhopal"
Social Media Manager,Native Engineering,"₹ 3,00,000",Work from home
Senior Video Editor,Figureout Entreprises,"₹ 2,00,000 - 2,10,000",Work from home
Recruitment Executive,Dataq Software,"₹ 2,00,000 - 2,50,000",Hyderabad                                                        (Hybrid)
Administration Manager,Thetapegaasi Essentials,"₹ 2,00,000 - 2,40,000",Mumbai
Associate Java Developer,Meghnad Saha,"₹ 2,40,000 - 7,20,000",Work from home
Associate Videographer,PRISM LENS,"₹ 2,00,000 - 3,00,000",Gurgaon
Student Counsellor,SNY Cosmos,"₹ 2,01,000 - 4,10,000",Bangalore
Technical Recruiter,Zealant Consulting Group,"₹ 2,00,000 - 3,00,000",Work from home
Business Development Associate,RegisterKaro,"₹ 3,00,000 - 4,20,000",Gurgaon
Business Development Executive,RegisterKaro,"₹ 3,05,000 - 5,20,000",Gurgaon
Corporate Sales Executive,Pioneer,"₹ 2,10,000 - 3,00,000",Noida
Business Development Executive,NNIIT,"₹ 7,00,000 - 10,00,000",Hyderabad
EXECUTIVE - Technical,EUrja Infrastructure,"₹ 2,04,000 - 3,15,000",Thane
Senior Graphic Designer,BIMSAVVY,"₹ 2,40,000 - 3,40,000",Delhi                                                        (Hybrid)
Junior Video Editor,Gtoday India,"₹ 3,00,000 - 5,00,001",Work from home
Administration Manager,Kalari Warriors,"₹ 3,80,000 - 5,40,000",Mumbai
Store Kepper,Shreeji Pharmacy,"₹ 2,00,000 - 2,00,002",Vadodara
Administration Trainee,Azzra World,"₹ 2,00,000",Jaipur
Social Media Executive,Metasys Innovations,"₹ 2,50,000 - 3,00,000",Work from home
Field Sales Executive,ClickMeMom,"₹ 2,60,000 - 4,00,000",Gurgaon
Client Service Executive,GOTI,"₹ 2,00,000 - 3,50,000",Ahmedabad                                                        (Hybrid)
Proofreader,Jainam Jivika Foundation,"₹ 3,00,000 - 3,60,000",Pune
Junior Telecaller,Bablu Ram,"₹ 2,04,000 - 2,80,000",Mohali
Business Development Executive,Qortechno,"₹ 2,00,000 - 2,30,000",Bangalore
Business Development Manager,Almost Ready,"₹ 6,48,000 - 11,40,000",Work from home
Telecaller,R G Wealth Management,"₹ 2,00,000 - 3,00,000",Work from home
Sales Specialist,HighOnM Enterprises LLP,"₹ 3,90,000 - 6,00,000",Work from home
Associate Video Editor,SERP Forge,"₹ 2,10,000 - 3,15,000",Work from home
Video Editor,Wedpic Studio,"₹ 2,12,000",Delhi
Video Editor,Future Agents,"₹ 2,00,000 - 3,00,000",Pune
Venue Sourcing Associate,BookEventz,"₹ 2,00,000 - 2,40,000",Mumbai
Telecaller,RIGHT CHOICE CONSULTANTS,"₹ 2,80,000 - 3,80,000",Hyderabad
Senior Sales Executive,Plasto Machine,"₹ 10,00,000 - 15,00,000",Work from home
AWS Bedrock Developer,Mythri Systems,"₹ 2,00,000",Work from home
Telecaller,Merxi IT Solution,"₹ 3,00,000 - 3,50,000",Gurgaon
Front End Developer,Zepcruit,"₹ 6,00,000 - 10,00,000",Pune
Administration Manager,Lishanth Enterprises,"₹ 3,00,000 - 4,00,000",Vijayawada
AI & Robotics Educator,STEMpedia,"₹ 2,84,000 - 4,20,000",Bangalore
Junior UI/UX Designer,Sinder,"₹ 3,00,000 - 4,00,000",Work from home
Telecaller,Cosmos Staffing Solutions,"₹ 2,52,000 - 3,00,000",Gurgaon
Graphic Designer,AKSI AEROSPACE,"₹ 2,00,000 - 3,00,000",Telangana
Corporate Sales Executive,Vyaparlink Technologies,"₹ 2,50,000 - 5,00,000",Work from home
Business Development Executive,Credlink,"₹ 2,00,000 - 3,00,000",Delhi
Telecaller,Cosmos Staffing Solutions,"₹ 2,00,000 - 3,00,000",Delhi
Partnerships & Program Associate,Kraftshala,"₹ 6,00,000 - 8,00,000",Delhi
Business Development Executive,Starpublicity,"₹ 2,00,000",Ludhiana
Executive Assistant,Aurous Jewels,"₹ 2,00,000 - 3,50,000",Mumbai
Technical Recruiter,Truelancer,"₹ 3,72,000 - 4,20,000","Gurgaon, Delhi, Noida"
Customer Service Manager,Multilinks A Group Of MAA Enterprises,"₹ 4,95,000 - 8,00,000",Work from home
Barista,Cafe Coffee Day,"₹ 8,00,000 - 12,00,001",Pune
Customer Service Executive,Arca Innovation,"₹ 2,00,000",Work from home
Content Writer,EQOURSE,"₹ 3,00,000 - 3,60,000","Kota, Jaipur"
Business Development Executive,Traffury,"₹ 2,30,000 - 3,50,000",Delhi
Associate Recruiter,Approach Us,"₹ 2,00,000 - 5,00,000",Mumbai
Iphone Photography,Seven Storey,"₹ 2,00,000 - 2,50,000",Delhi
Digital Marketing Associate,Stock Finance Institute,"₹ 2,10,000 - 2,62,000",Work from home
Digital Marketing Manager,Adscaffe,"₹ 2,00,000 - 3,00,000",Noida
Administration Manager,REARRANGE HOME,"₹ 2,10,000 - 2,22,000",Mumbai
Graphic Designer,Freshly Meals,"₹ 3,50,000 - 5,00,000",Gurgaon
Inside Sales Executive,Decharge,"₹ 3,00,000 - 3,60,000",Bangalore
Business Development Executive,DrinkPrime,"₹ 5,00,000 - 6,60,000",Bangalore
Travel & Tourism Executive,Jubilant Travel,"₹ 2,00,000 - 2,40,000",Work from home
IT Administrator,Group Futurista,"₹ 2,00,000 - 3,00,000",Gurgaon
Junior Architect,Janhavi Devari,"₹ 2,00,000 - 2,25,000",Ponda
QA Automation Engineer,Weekday,"₹ 3,00,000 - 8,00,000",Chennai
Associate Content Writer,Confluencr,"₹ 4,00,000 - 5,00,000",Bangalore
Business Development Associate,Krenai,"₹ 3,00,000 - 5,00,000",Gurgaon
WordPress Developer,Vaikunth Technologies,"₹ 2,00,000",Bhavnagar
Full Stack Developer,WowPe,"₹ 4,00,000 - 8,00,000",Bangalore
Graphic Designer,Carbolink India,"₹ 3,60,000 - 7,00,000",Hyderabad
Business Development Associate,RegisterKaro,"₹ 2,64,000 - 3,60,000",Gurgaon
Junior Video Editor,BLUECS.IN,"₹ 2,00,000 - 2,40,000",Lucknow
Facebook Marketing Associate,EMIAC,"₹ 2,00,000 - 2,16,000",Jaipur
AI Content Writer,Voizer.ai,"₹ 2,20,000 - 3,20,000",Delhi
Sourcing Specialist,Sarah International,"₹ 2,75,000",Pune
Graphic Designer,Filgy Digital,"₹ 2,20,000 - 2,50,000",Delhi
Project Lead - Client Management,ProEves,"₹ 3,00,000 - 4,20,000",Work from home
Digital Marketing Executive,BrandzLift,"₹ 2,40,000 - 3,20,000",Gurgaon
Civil Engineer,DSI Robotics,"₹ 3,00,000 - 6,00,000",Noida
Graphic Designer,JASDEEP SINGH CHAWLA,"₹ 2,50,000",Work from home
Data Analyst (Punjabi Speaker),Peroptyx,"₹ 3,60,000 - 7,00,000",Work from home
Monitoring Officer,CIBART,"₹ 3,60,000","Siddharthnagar, Maharajganj, Kushinagar, Shravasti"
Administrative Assistant,CIBART,"₹ 2,40,000","Siddharthnagar, Kushinagar, Mahrajganj, Shravasti"
Operations Manager,StayMazing Hospitality,"₹ 3,16,800 - 3,69,600",Bangalore
Counsellor,GIEC Global,"₹ 2,00,000 - 2,50,000","Delhi, Lucknow"
Business Development Specialist,Estatehub,"₹ 12,00,000 - 37,00,000",Pune
Telecaller,Apeejay Education Society,"₹ 3,00,000 - 4,00,000",Delhi
Associate Videographer,BR Spices,"₹ 2,00,000",Jhajjar
Corporate Sales Specialist,Unified Council,"₹ 2,50,000 - 3,60,000",Work from home
Freight Broker,Zigsaw Consultancy,"₹ 5,40,000",Delhi
Marketing Executive,VRISHVRINDAA  Cares,"₹ 2,05,000 - 2,40,000",Delhi
Video Editor,Kripesh Adwani,"₹ 2,00,000",Bhopal                                                        (Hybrid)
Graphic Designer,AMRG & Assoiates,"₹ 3,00,000",Delhi
Trader,Nivesh Online Securities,"₹ 3,80,000",Bhilwara
Academic Counsellor,Roar Education,"₹ 3,40,000 - 5,65,000",Delhi
Graphic Designer,Digital Ally,"₹ 3,00,000 - 3,54,000",Delhi
Video Editor,Gandharva Production,"₹ 2,00,000 - 3,50,000",Mumbai
Dietition,Fitmorphs Private Limited,"₹ 2,40,000 - 3,00,000",Pune
Customer Service Specialist,Umbrette,"₹ 2,40,000 - 3,60,000",Gurgaon
Administration Associate,Ikshana,"₹ 2,00,000 - 2,50,000","Laxminagar, Delhi"
Junior Copywriter,Molecule Medvertising,"₹ 2,00,000 - 2,40,000",Mumbai
Content Writer,TVL Media,"₹ 2,40,000 - 3,00,000",Noida
Sales Associate,Jungleworks,"₹ 4,00,000 - 4,50,000","Chandigarh, Mohali, Panchkula"
Information Technology Engineer,Globussoft,"₹ 2,00,000 - 2,01,000",Bhilai
Junior Recruiter,Wynisco Inc,"₹ 3,20,000 - 5,30,000",Pune
Telecaller,Green Tech Solar,"₹ 4,00,000 - 7,00,000",Ahmedabad
Customer Service Executive,RenTrip,"₹ 3,00,000 - 4,80,000",Ghaziabad
Sales Support,Constantia Flexibles,"₹ 2,00,000 - 2,50,000",Mumbai
Associate Content Writer,Intellisoft,"₹ 3,00,000",Hyderabad                                                        (Hybrid)
Chartered Accountant (CA),Intellisoft,"₹ 3,00,000",Hyderabad                                                        (Hybrid)
Corporate Sales Manager,Intellisoft,"₹ 3,00,000",Hyderabad                                                        (Hybrid)
Admission Counsellor,Perfect Solutions,"₹ 3,60,000 - 5,40,000",Kolkata
Video Editor,Property 2050,"₹ 2,00,000 - 3,60,000",Dehradun
Accountant,BENGAL TRADING CO,"₹ 2,00,000 - 2,65,000",Kolkata
SEO Content Writer,FinalLayer,"₹ 3,00,000 - 3,60,000",Hyderabad
Junior Telecaller,Leg Up,"₹ 2,02,000 - 2,45,000",Bangalore
Graphic Designer,Scott International,"₹ 3,00,000 - 5,00,000",Bangalore
Interior Designer,INTEGRATED QUALITY SOLUTIONS,"₹ 2,40,000 - 3,60,000",Delhi                                                        (Hybrid)
Content Creator,Glam Factory,"₹ 2,00,000 - 2,40,000",Delhi
Telecaller,Pravishree Design Co,"₹ 2,00,000 - 2,20,000",Visakhapatnam
Content Management Associate,WittyPen,"₹ 4,00,000 - 5,50,000",Pune
Illustrator Artist/Character Designer,Intesome,"₹ 2,00,000 - 4,00,000",Work from home
Admissions Counselor,MRM,"₹ 3,20,000 - 4,80,000","Gurgaon, Delhi"
Corporate Manager,Matrix Exports,"₹ 2,00,000 - 3,00,000",Bangalore
Front Desk Manager,Espangle,"₹ 3,50,000 - 5,50,000",Gurgaon
Senior Graphic Designer,Espangle,"₹ 4,10,000 - 6,55,000",Gurgaon
Junior Interior Designer,Espangle,"₹ 2,50,100 - 3,60,000",Gurgaon
Mobile App Developer,Softsensor.ai,"₹ 4,00,000 - 5,00,000",Jaipur
Video Editor,ProV Logic,"₹ 2,40,000 - 3,60,000",Hyderabad
Graphic Designer,Moda Monks,"₹ 3,00,000",Bangalore
Architect,Bharat Prime Services,"₹ 2,20,000 - 6,00,000",Kolkata
Administration Executive,First Ventures,"₹ 2,00,000 - 2,40,000",Mumbai
Associate Accountant,Crossing Hurdles,"₹ 2,00,000 - 2,50,000",Gurgaon
Technical Recruiter,Future Skills,"₹ 3,00,000",Hyderabad                                                        (Hybrid)
Customer Support Executive,Kiara Paris,"₹ 2,00,000 - 2,50,000",Work from home
Corporate Sales Specialist,Shopdrive,"₹ 2,00,000 - 3,20,000",Pune
Operations Executive,Road Religion,"₹ 3,00,000 - 3,30,000",Delhi
Talent Advisory - Analyst,HireVedic,"₹ 3,60,000 - 8,10,000",Gandhinagar                                                        (Hybrid)
Sales Consultant,Urban Company,"₹ 6,20,000 - 12,50,000",Bangalore
Full Stack GenAI Developer,MeetMinutes,"₹ 6,50,000",Work from home
Junior Mobile App Developer,Shubhchintak,"₹ 6,10,000",Work from home
Sales Development Associate,Talent Elevate,"₹ 2,00,000 - 3,00,000",Work from home
Business Development Associate,Unityque,"₹ 6,00,000 - 8,00,000",Pune
Graphic Designer,Gulf Time Media,"₹ 2,00,000",Work from home
Business Development Manager,Recyclify,"₹ 3,24,000 - 5,10,000",Gurgaon
Associate Mobile App Developer,BLUECS.IN,"₹ 2,00,000 - 4,00,000",Work from home
.NET Developer,Bloom Infotech,"₹ 2,00,000 - 3,00,000",Mohali
Customer Success Manager,Dzylo,"₹ 3,60,000",Gurgaon
Graphic Designer,Bitwit Technologies,"₹ 2,40,000 - 3,00,000",Jaipur
Junior Video Editor,BrainHap,"₹ 4,00,000 - 6,00,000",Mumbai
Client Communication & Meeting Executive,HostKro,"₹ 2,20,000 - 3,40,000",Work from home
Web Developer,PVP Staffing,"₹ 2,50,000 - 3,50,000",Hyderabad
Customer Acquisition Specialist,Myfurries.com,"₹ 2,00,000 - 2,65,000",Noida
Sales Executive,PixelPanda,"₹ 5,50,000 - 7,50,000",Jaipur
Admission Counselllor,EdZoo Solutions,"₹ 2,00,000",Bareilly
Teacher,Eduraa Private Tutors,"₹ 2,50,000 - 3,00,000",Mumbai
Operations Executive,Magictap Solutions,"₹ 3,00,000 - 3,50,000",Gurgaon
Junior Operations Associate,Clearisk,"₹ 2,50,000 - 3,00,000",Mumbai
Business Development Executive,UFaber Edutech,"₹ 3,80,000 - 6,00,000",Work from home
Administration Executive,Raasleela Textile,"₹ 2,00,000 - 2,02,000",Ahmedabad
Business Development Executive,AMAT,"₹ 2,65,000 - 3,25,000",Bangalore                                                        (Hybrid)
Finance Executive - Mumbai,Karthik Rao,"₹ 2,00,000 - 3,00,000",Work from home
Travel Executive,Japji Travel,"₹ 2,00,000 - 3,00,000",Delhi
Sales Consultant,Motorhome Adventures,"₹ 3,44,000 - 4,90,000",Delhi                                                        (Hybrid)
Junior Recruiter,Future Links,"₹ 2,00,000 - 2,04,000",Delhi
Communications Executive,Access Livelihoods,"₹ 3,05,000 - 5,25,000",Hyderabad
Finance Manager,AHC Group,"₹ 3,00,000 - 8,00,000",Mumbai
Accountant,BEYOND PHOTOS,"₹ 3,00,000 - 3,50,000","Delhi, Noida"
Travel Consultant,Bhagyashri Holidays,"₹ 2,24,000 - 2,76,000",Pune
Junior Data Entry Manager,MainlineIT,"₹ 4,00,000 - 7,00,000",Work from home
Office Admin,TryCatch Classes,"₹ 2,00,000 - 3,00,000",Mumbai
Electronics Engineer,ILux Electricals,"₹ 2,00,000 - 3,00,000",Thane                                                        (Hybrid)
Corporate Sales Manager,Strektech,"₹ 4,00,000 - 7,00,000",Kolkata
English Teacher,Zigsaw Consultancy,"₹ 3,00,001 - 4,20,002",Pali
Office Assistant,Ambrosia Botanical,"₹ 2,40,000 - 3,36,000",Gurgaon
Associate Creative Designer,ISKCON,"₹ 2,75,000 - 3,00,000",Bangalore                                                        (Hybrid)
Interior Designer,Homedzine,"₹ 3,50,000 - 10,00,000","Delhi, Gurgaon, Noida"
Backend Developer,LeadPro,"₹ 2,00,000 - 3,20,000",Chennai
Documentation Lead - Technology,Saajha,"₹ 2,50,000 - 3,20,000",Delhi                                                        (Hybrid)
Associate Videographer,Vibha Ramesh,"₹ 2,00,000 - 2,10,000",Bangalore                                                        (Hybrid)
Operations Executive,Shveta Prakash,"₹ 3,92,000 - 4,10,000",Delhi                                                        (Hybrid)
Marketing Manager,Eventom,"₹ 2,00,000 - 7,40,000","Guwahati, Gurgaon, Kolkata, Patna, Ranchi, Siliguri, Darjeeling, Noida, Gangtok                                                        (Hybrid)"
Design Engineer,Varistor Solar,"₹ 2,10,000 - 3,30,000",Jaipur
Digital Marketing Specialist,Nikbag Technologies,"₹ 2,00,000",Work from home
Content Writer,Digi Acai,"₹ 2,00,000",Gurgaon                                                        (Hybrid)
Video Editor,That's Creative,"₹ 3,00,000 - 4,00,000",Faridabad
Business Analyst,D2C Insider,"₹ 3,00,000 - 3,60,000",Gurgaon
Accountant,AN GLOBAL SERVICES,"₹ 2,00,000 - 2,60,000",Noida
Creative Designer,Super Foods,"₹ 2,00,000",Delhi
Content Writer,Advaita Publication,"₹ 2,02,000 - 3,35,000",Delhi
Artificial Intelligence (AI) Associate,NetWit,"₹ 2,00,000 - 8,00,000",Work from home
Content Marketing Lead,Tacheon,"₹ 3,00,000 - 3,60,000",Chennai
Customer Support Associate,Scaler,"₹ 3,00,000 - 4,50,000",Bangalore
Sales Operations Executive,Monkey Adventures,"₹ 2,64,000 - 3,60,000",Work from home
